PeakID (cmd=annotatePeaks.pl /jet/home/bpaliwal/LiverOCRAnalysis/LiverOCRAnalysis/results/classification_results/raw_results/mouse_mapped_from_human_promoters.bed /ocean/projects/bio230007p/ikaplow/MouseGenomeInfo/mm10.fa -gtf /ocean/projects/bio230007p/bpaliwal/MouseGenomeInfo/gencode.vM10.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr13-19	chr13	13588647	13590829	+	13591731	NA	promoter-TSS (ENSMUST00000110559.1)	-promoter-TSS (ENSMUST00000110559.1)	-671	ENSMUST00000110559.1	ENSMUSG00000019726	ENSMUST00000110559			Lyst			
chr13-20	chr13	13588647	13590829	+	13591731	NA	promoter-TSS (ENSMUST00000110559.1)	-promoter-TSS (ENSMUST00000110559.1)	-671	ENSMUST00000110559.1	ENSMUSG00000019726	ENSMUST00000110559			Lyst			
chr13-22	chr13	13588647	13590829	+	13591731	NA	promoter-TSS (ENSMUST00000110559.1)	-promoter-TSS (ENSMUST00000110559.1)	-671	ENSMUST00000110559.1	ENSMUSG00000019726	ENSMUST00000110559			Lyst			
chr13-21	chr13	13588647	13590829	+	13591731	NA	promoter-TSS (ENSMUST00000110559.1)	-promoter-TSS (ENSMUST00000110559.1)	-671	ENSMUST00000110559.1	ENSMUSG00000019726	ENSMUST00000110559			Lyst			
chr13-18	chr13	13532841	13533930	+	13532204	NA	Intergenic	Intergenic	-57024	ENSMUST00000110559.1	ENSMUSG00000019726	ENSMUST00000110559			Lyst			
chr13-17	chr13	13532841	13533930	+	13532204	NA	Intergenic	Intergenic	-57024	ENSMUST00000110559.1	ENSMUSG00000019726	ENSMUST00000110559			Lyst			
chr10-27	chr10	13500687	13501393	+	13502941	NA	promoter-TSS (ENSMUST00000060212.12)	-promoter-TSS (ENSMUST00000060212.12)	39	ENSMUST00000121465.2	ENSMUSG00000019810	ENSMUST00000130865			Fuca2			
chr13-16	chr13	13471101	13471841	+	13472827	NA	intron (ENSMUST00000005532.7, intron 4 of 19)	-intron (ENSMUST00000005532.7, intron 4 of 19)	33869	ENSMUST00000005532.7	ENSMUSG00000005397	ENSMUST00000005532			Nid1			
chr13-15	chr13	13471101	13471841	+	13472827	NA	intron (ENSMUST00000005532.7, intron 4 of 19)	-intron (ENSMUST00000005532.7, intron 4 of 19)	33869	ENSMUST00000005532.7	ENSMUSG00000005397	ENSMUST00000005532			Nid1			
chr8-40	chr8	13435304	13435917	+	13436204	NA	exon (ENSMUST00000167071.8, exon 1 of 8)	-exon (ENSMUST00000167071.8, exon 1 of 8)	110	ENSMUST00000210804.1	ENSMUSG00000038457	ENSMUST00000209950			Tmem255b			
chr10-26	chr10	13429833	13430127	+	13428637	NA	intron (ENSMUST00000105547.7, intron 1 of 13)	-intron (ENSMUST00000105547.7, intron 1 of 13)	-41010	ENSMUST00000079698.5	ENSMUSG00000062866	ENSMUST00000105547			Phactr2			
chr8-39	chr8	13338641	13339412	+	13338189	NA	promoter-TSS (ENSMUST00000170909.1)	-promoter-TSS (ENSMUST00000170909.1)	205	ENSMUST00000211606.1	ENSMUSG00000038482	ENSMUST00000210518			Tfdp1			
chr8-38	chr8	13338641	13339412	+	13338189	NA	promoter-TSS (ENSMUST00000170909.1)	-promoter-TSS (ENSMUST00000170909.1)	205	ENSMUST00000211606.1	ENSMUSG00000038482	ENSMUST00000210518			Tfdp1			
chr16-32	chr16	13333566	13334051	+	13331994	NA	TTS (ENSMUST00000056715.6)	-TTS (ENSMUST00000056715.6)	-24613	ENSMUST00000149359.1	ENSMUSG00000009569	ENSMUST00000056715			Mkl2			
chr9-33	chr9	13306904	13307941	+	13308562	NA	Intergenic	Intergenic	31906	ENSMUST00000179879.1	ENSMUSG00000095068	ENSMUST00000179879			Gm26189			
chr9-32	chr9	13306904	13307941	+	13308562	NA	Intergenic	Intergenic	31906	ENSMUST00000179879.1	ENSMUSG00000095068	ENSMUST00000179879			Gm26189			
chr9-34	chr9	13306904	13307941	+	13308562	NA	Intergenic	Intergenic	31906	ENSMUST00000179879.1	ENSMUSG00000095068	ENSMUST00000179879			Gm26189			
chr9-30	chr9	13296309	13297223	+	13298305	NA	Intergenic	Intergenic	21250	ENSMUST00000179879.1	ENSMUSG00000095068	ENSMUST00000179879			Gm26189			
chr9-29	chr9	13296309	13297223	+	13298305	NA	Intergenic	Intergenic	21250	ENSMUST00000179879.1	ENSMUSG00000095068	ENSMUST00000179879			Gm26189			
chr9-31	chr9	13300157	13300541	+	13298305	NA	Intergenic	Intergenic	24833	ENSMUST00000179879.1	ENSMUSG00000095068	ENSMUST00000179879			Gm26189			
chr2-31	chr2	13278135	13278503	+	13276394	NA	intron (ENSMUST00000091436.6, intron 66 of 66)	-intron (ENSMUST00000091436.6, intron 66 of 66)	6717	ENSMUST00000193685.1	ENSMUSG00000086358	ENSMUST00000193685			Gm13270			
chr2-30	chr2	13278135	13278258	+	13276394	NA	intron (ENSMUST00000091436.6, intron 66 of 66)	-intron (ENSMUST00000091436.6, intron 66 of 66)	6594	ENSMUST00000193685.1	ENSMUSG00000086358	ENSMUST00000193685			Gm13270			
chr16-31	chr16	13266787	13267789	+	13267386	NA	intron (ENSMUST00000115809.7, intron 2 of 4)	-intron (ENSMUST00000009713.13, intron 2 of 16)	2212	ENSMUST00000056715.6	ENSMUSG00000009569	ENSMUST00000056715			Mkl2			
chr16-29	chr16	13266787	13267789	+	13267386	NA	intron (ENSMUST00000115809.7, intron 2 of 4)	-intron (ENSMUST00000009713.13, intron 2 of 16)	2212	ENSMUST00000056715.6	ENSMUSG00000009569	ENSMUST00000056715			Mkl2			
chr16-30	chr16	13266787	13267789	+	13267386	NA	intron (ENSMUST00000115809.7, intron 2 of 4)	-intron (ENSMUST00000009713.13, intron 2 of 16)	2212	ENSMUST00000056715.6	ENSMUSG00000009569	ENSMUST00000056715			Mkl2			
chr12-38	chr12	13268443	13269990	+	13266973	NA	promoter-TSS (ENSMUST00000042953.8)	-promoter-TSS (ENSMUST00000042953.8)	89	ENSMUST00000042953.8	ENSMUSG00000020576	ENSMUST00000042953			Nbas			
chr12-39	chr12	13268443	13269990	+	13266973	NA	promoter-TSS (ENSMUST00000042953.8)	-promoter-TSS (ENSMUST00000042953.8)	89	ENSMUST00000042953.8	ENSMUSG00000020576	ENSMUST00000042953			Nbas			
chr12-40	chr12	13268443	13269990	+	13266973	NA	promoter-TSS (ENSMUST00000042953.8)	-promoter-TSS (ENSMUST00000042953.8)	89	ENSMUST00000042953.8	ENSMUSG00000020576	ENSMUST00000042953			Nbas			
chr12-41	chr12	13268443	13269990	+	13266973	NA	promoter-TSS (ENSMUST00000042953.8)	-promoter-TSS (ENSMUST00000042953.8)	89	ENSMUST00000042953.8	ENSMUSG00000020576	ENSMUST00000042953			Nbas			
chr12-36	chr12	13214773	13215220	+	13213629	NA	Intergenic	Intergenic	34217	ENSMUST00000071103.8	ENSMUSG00000037149	ENSMUST00000071103			Ddx1			
chr12-37	chr12	13214773	13215220	+	13213629	NA	Intergenic	Intergenic	34217	ENSMUST00000071103.8	ENSMUSG00000037149	ENSMUST00000071103			Ddx1			
chr12-35	chr12	13175948	13176480	+	13175776	NA	Intergenic	Intergenic	-12451	ENSMUST00000082783.1	ENSMUSG00000064717	ENSMUST00000082783			Gm24208			
chr12-34	chr12	13096901	13097506	+	13096728	NA	Intergenic	Intergenic	66560	ENSMUST00000082783.1	ENSMUSG00000064717	ENSMUST00000082783			Gm24208			
chr12-33	chr12	13096901	13097506	+	13096728	NA	Intergenic	Intergenic	66560	ENSMUST00000082783.1	ENSMUSG00000064717	ENSMUST00000082783			Gm24208			
chr6-48	chr6	13069398	13070245	+	13069757	NA	promoter-TSS (ENSMUST00000031556.13)	-promoter-TSS (ENSMUST00000031556.13)	5	ENSMUST00000142211.7	ENSMUSG00000029571	ENSMUST00000142211			Tmem106b			
chr6-49	chr6	13069398	13070245	+	13069757	NA	promoter-TSS (ENSMUST00000031556.13)	-promoter-TSS (ENSMUST00000031556.13)	5	ENSMUST00000142211.7	ENSMUSG00000029571	ENSMUST00000142211			Tmem106b			
chr6-47	chr6	13069398	13070245	+	13069757	NA	promoter-TSS (ENSMUST00000031556.13)	-promoter-TSS (ENSMUST00000031556.13)	5	ENSMUST00000142211.7	ENSMUSG00000029571	ENSMUST00000142211			Tmem106b			
chrX-31	chrX	13070331	13072135	+	13068809	NA	promoter-TSS (ENSMUST00000089302.10)	-promoter-TSS (ENSMUST00000089302.10)	-265	ENSMUST00000169594.8	ENSMUSG00000031010	ENSMUST00000139764			Usp9x			
chrX-26	chrX	13070331	13072135	+	13068809	NA	promoter-TSS (ENSMUST00000089302.10)	-promoter-TSS (ENSMUST00000089302.10)	-265	ENSMUST00000169594.8	ENSMUSG00000031010	ENSMUST00000139764			Usp9x			
chrX-29	chrX	13070331	13072135	+	13068809	NA	promoter-TSS (ENSMUST00000089302.10)	-promoter-TSS (ENSMUST00000089302.10)	-265	ENSMUST00000169594.8	ENSMUSG00000031010	ENSMUST00000139764			Usp9x			
chrX-28	chrX	13070331	13072135	+	13068809	NA	promoter-TSS (ENSMUST00000089302.10)	-promoter-TSS (ENSMUST00000089302.10)	-265	ENSMUST00000169594.8	ENSMUSG00000031010	ENSMUST00000139764			Usp9x			
chrX-30	chrX	13070331	13072135	+	13068809	NA	promoter-TSS (ENSMUST00000089302.10)	-promoter-TSS (ENSMUST00000089302.10)	-265	ENSMUST00000169594.8	ENSMUSG00000031010	ENSMUST00000139764			Usp9x			
chrX-27	chrX	13070331	13072135	+	13068809	NA	promoter-TSS (ENSMUST00000089302.10)	-promoter-TSS (ENSMUST00000089302.10)	-265	ENSMUST00000169594.8	ENSMUSG00000031010	ENSMUST00000139764			Usp9x			
chr2-29	chr2	13040699	13040946	+	13040936	NA	TTS (ENSMUST00000193263.1)	-TTS (ENSMUST00000193263.1)	4696	ENSMUST00000193263.1	ENSMUSG00000103143	ENSMUST00000193263			Gm37742			
chr18-83	chr18	13031773	13032088	+	13031483	NA	Intergenic	Intergenic	24940	ENSMUST00000041676.2	ENSMUSG00000037346	ENSMUST00000041676			Hrh4			
chr7-57	chr7	12977450	12978856	+	12978088	NA	promoter-TSS (ENSMUST00000108536.2)	-promoter-TSS (ENSMUST00000108536.2)	-85	ENSMUST00000108536.2	ENSMUSG00000033961	ENSMUST00000147996			Zfp446			
chr7-56	chr7	12977450	12978856	+	12978088	NA	promoter-TSS (ENSMUST00000108536.2)	-promoter-TSS (ENSMUST00000108536.2)	-85	ENSMUST00000108536.2	ENSMUSG00000033961	ENSMUST00000147996			Zfp446			
chr4-54	chr4	12906633	12908030	+	12906837	NA	intron (ENSMUST00000183345.1, intron 1 of 4)	-intron (ENSMUST00000143186.7, intron 1 of 4)	473	ENSMUST00000183345.1	ENSMUSG00000055963	ENSMUST00000183345			Triqk			
chr4-56	chr4	12906633	12908030	+	12906837	NA	intron (ENSMUST00000183345.1, intron 1 of 4)	-intron (ENSMUST00000143186.7, intron 1 of 4)	473	ENSMUST00000183345.1	ENSMUSG00000055963	ENSMUST00000183345			Triqk			
chr4-53	chr4	12906633	12908030	+	12906837	NA	intron (ENSMUST00000183345.1, intron 1 of 4)	-intron (ENSMUST00000143186.7, intron 1 of 4)	473	ENSMUST00000183345.1	ENSMUSG00000055963	ENSMUST00000183345			Triqk			
chr4-55	chr4	12906633	12908030	+	12906837	NA	intron (ENSMUST00000183345.1, intron 1 of 4)	-intron (ENSMUST00000143186.7, intron 1 of 4)	473	ENSMUST00000183345.1	ENSMUSG00000055963	ENSMUST00000183345			Triqk			
chr19-161	chr19	12834659	12835642	+	12834646	NA	Intergenic	Intergenic	-11532	ENSMUST00000189517.1	ENSMUSG00000091014	ENSMUST00000189517			Gm5244			
chr19-162	chr19	12834659	12835642	+	12834646	NA	Intergenic	Intergenic	-11532	ENSMUST00000189517.1	ENSMUSG00000091014	ENSMUST00000189517			Gm5244			
chr15-55	chr15	12824429	12825245	+	12824900	NA	promoter-TSS (ENSMUST00000057256.3)	-promoter-TSS (ENSMUST00000057256.3)	22	ENSMUST00000169061.7	ENSMUSG00000022191	ENSMUST00000141010			Drosha			
chr15-56	chr15	12824429	12825245	+	12824900	NA	promoter-TSS (ENSMUST00000057256.3)	-promoter-TSS (ENSMUST00000057256.3)	22	ENSMUST00000169061.7	ENSMUSG00000022191	ENSMUST00000141010			Drosha			
chr10-24	chr10	12812834	12814056	+	12813952	NA	intron (ENSMUST00000076817.4, intron 1 of 73)	-intron (ENSMUST00000076817.4, intron 1 of 73)	-19471	ENSMUST00000157891.1	ENSMUSG00000088516	ENSMUST00000157891			Gm23044			
chr10-25	chr10	12812834	12814056	+	12813952	NA	intron (ENSMUST00000076817.4, intron 1 of 73)	-intron (ENSMUST00000076817.4, intron 1 of 73)	-19471	ENSMUST00000157891.1	ENSMUSG00000088516	ENSMUST00000157891			Gm23044			
chr18-81	chr18	12781979	12782839	+	12780573	NA	intron (ENSMUST00000155650.2, intron 4 of 4)	-intron (ENSMUST00000074352.10, intron 18 of 27)	-15272	ENSMUST00000145777.1	ENSMUSG00000044252	ENSMUST00000119512			Osbpl1a			
chr18-82	chr18	12781979	12782839	+	12780573	NA	intron (ENSMUST00000155650.2, intron 4 of 4)	-intron (ENSMUST00000074352.10, intron 18 of 27)	-15272	ENSMUST00000145777.1	ENSMUSG00000044252	ENSMUST00000119512			Osbpl1a			
chr18-80	chr18	12781979	12782839	+	12780573	NA	intron (ENSMUST00000155650.2, intron 4 of 4)	-intron (ENSMUST00000074352.10, intron 18 of 27)	-15272	ENSMUST00000145777.1	ENSMUSG00000044252	ENSMUST00000119512			Osbpl1a			
chr8-36	chr8	12756674	12757547	+	12756943	NA	promoter-TSS (ENSMUST00000033818.9)	-promoter-TSS (ENSMUST00000033818.9)	41	ENSMUST00000133338.7	ENSMUSG00000031441	ENSMUST00000143359			Atp11a			
chr8-37	chr8	12757799	12757941	+	12756943	NA	intron (ENSMUST00000133338.7, intron 1 of 27)	-intron (ENSMUST00000033818.9, intron 1 of 29)	801	ENSMUST00000133338.7	ENSMUSG00000031441	ENSMUST00000143359			Atp11a			
chr8-35	chr8	12756674	12757547	+	12756943	NA	promoter-TSS (ENSMUST00000033818.9)	-promoter-TSS (ENSMUST00000033818.9)	41	ENSMUST00000133338.7	ENSMUSG00000031441	ENSMUST00000143359			Atp11a			
chrX-25	chrX	12754788	12755441	+	12754465	NA	intron (ENSMUST00000124053.1, intron 2 of 27)	-intron (ENSMUST00000076016.5, intron 2 of 16)	6959	ENSMUST00000076016.5	ENSMUSG00000064127	ENSMUST00000076016			Med14			
chr18-79	chr18	12630302	12631421	+	12631744	NA	intron (ENSMUST00000169401.7, intron 1 of 13)	-intron (ENSMUST00000169401.7, intron 1 of 13)	-12483	ENSMUST00000141060.1	ENSMUSG00000024424	ENSMUST00000169401			Ttc39c			
chr6-43	chr6	12606284	12607321	+	12608994	NA	intron (ENSMUST00000172356.7, intron 1 of 27)	-intron (ENSMUST00000119581.6, intron 1 of 27)	-2194	ENSMUST00000203511.1	ENSMUSG00000107422	ENSMUST00000203511			Gm44129			
chr6-45	chr6	12606284	12607321	+	12608994	NA	intron (ENSMUST00000172356.7, intron 1 of 27)	-intron (ENSMUST00000119581.6, intron 1 of 27)	-2194	ENSMUST00000203511.1	ENSMUSG00000107422	ENSMUST00000203511			Gm44129			
chr6-46	chr6	12606284	12607321	+	12608994	NA	intron (ENSMUST00000172356.7, intron 1 of 27)	-intron (ENSMUST00000119581.6, intron 1 of 27)	-2194	ENSMUST00000203511.1	ENSMUSG00000107422	ENSMUST00000203511			Gm44129			
chr6-44	chr6	12606284	12607321	+	12608994	NA	intron (ENSMUST00000172356.7, intron 1 of 27)	-intron (ENSMUST00000119581.6, intron 1 of 27)	-2194	ENSMUST00000203511.1	ENSMUSG00000107422	ENSMUST00000203511			Gm44129			
chr5-14	chr5	12606474	12606868	+	12604598	NA	Intergenic	Intergenic	30877	ENSMUST00000195923.1	ENSMUSG00000040254	ENSMUST00000195923			Sema3d			
chr15-54	chr15	12576719	12577477	+	12574974	NA	intron (ENSMUST00000189469.6, intron 3 of 4)	-intron (ENSMUST00000075317.11, intron 1 of 23)	2209	ENSMUST00000100754.4	ENSMUSG00000078300	ENSMUST00000100754			Gm2606			
chr7-53	chr7	12477902	12478866	+	12476612	NA	promoter-TSS (ENSMUST00000098822.9)	-promoter-TSS (ENSMUST00000098822.9)	21	ENSMUST00000151933.1	ENSMUSG00000030386	ENSMUST00000133515			Zfp606			
chr7-55	chr7	12477902	12478866	+	12476612	NA	promoter-TSS (ENSMUST00000098822.9)	-promoter-TSS (ENSMUST00000098822.9)	21	ENSMUST00000151933.1	ENSMUSG00000030386	ENSMUST00000133515			Zfp606			
chr7-54	chr7	12477902	12478866	+	12476612	NA	promoter-TSS (ENSMUST00000098822.9)	-promoter-TSS (ENSMUST00000098822.9)	21	ENSMUST00000151933.1	ENSMUSG00000030386	ENSMUST00000133515			Zfp606			
chr15-53	chr15	12320683	12322425	+	12321535	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-49	chr15	12320683	12322425	+	12321535	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-51	chr15	12320683	12322425	+	12321535	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-47	chr15	12320683	12322425	+	12321535	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-48	chr15	12320683	12322425	+	12321523	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-46	chr15	12320683	12322425	+	12321523	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-50	chr15	12320683	12322425	+	12321523	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr15-52	chr15	12320683	12322425	+	12321523	NA	promoter-TSS (ENSMUST00000059680.5)	-promoter-TSS (ENSMUST00000059680.5)	58	ENSMUST00000059680.5	ENSMUSG00000022200	ENSMUST00000059680			Golph3			
chr14-7	chr14	12283845	12284605	+	12283721	NA	promoter-TSS (ENSMUST00000112669.9)	-promoter-TSS (ENSMUST00000112669.9)	16	ENSMUST00000112669.9	ENSMUSG00000033111	ENSMUST00000163392			3830406C13Rik			
chr14-8	chr14	12283845	12284605	+	12283721	NA	promoter-TSS (ENSMUST00000112669.9)	-promoter-TSS (ENSMUST00000112669.9)	16	ENSMUST00000112669.9	ENSMUSG00000033111	ENSMUST00000163392			3830406C13Rik			
chr18-78	chr18	12262023	12262420	+	12261797	NA	intron (ENSMUST00000137948.1, intron 2 of 4)	-intron (ENSMUST00000118525.7, intron 7 of 9)	9476	ENSMUST00000137948.1	ENSMUSG00000057766	ENSMUST00000137948			Ankrd29			
chr15-45	chr15	12204680	12205693	+	12205113	NA	promoter-TSS (ENSMUST00000174160.1)	-promoter-TSS (ENSMUST00000174160.1)	68	ENSMUST00000174160.1	ENSMUSG00000039458	ENSMUST00000174418			Mtmr12			
chr15-44	chr15	12194442	12194744	+	12194992	NA	Intergenic	Intergenic	-10435	ENSMUST00000038172.14	ENSMUSG00000039458	ENSMUST00000174418			Mtmr12			
chr15-42	chr15	12117479	12118881	+	12117916	NA	intron (ENSMUST00000128475.7, intron 1 of 4)	-intron (ENSMUST00000122941.7, intron 1 of 19)	314	ENSMUST00000124621.1	ENSMUSG00000022201	ENSMUST00000122941			Zfr			
chr15-41	chr15	12117479	12118881	+	12117916	NA	intron (ENSMUST00000128475.7, intron 1 of 4)	-intron (ENSMUST00000122941.7, intron 1 of 19)	314	ENSMUST00000124621.1	ENSMUSG00000022201	ENSMUST00000122941			Zfr			
chr15-40	chr15	12117479	12118881	+	12117916	NA	intron (ENSMUST00000128475.7, intron 1 of 4)	-intron (ENSMUST00000122941.7, intron 1 of 19)	314	ENSMUST00000124621.1	ENSMUSG00000022201	ENSMUST00000122941			Zfr			
chr15-43	chr15	12117479	12118881	+	12117916	NA	intron (ENSMUST00000128475.7, intron 1 of 4)	-intron (ENSMUST00000122941.7, intron 1 of 19)	314	ENSMUST00000124621.1	ENSMUSG00000022201	ENSMUST00000122941			Zfr			
chr11-45	chr11	12003744	12004354	+	12004147	NA	intron (ENSMUST00000143386.7, intron 1 of 4)	-intron (ENSMUST00000093321.11, intron 1 of 16)	22275	ENSMUST00000150972.7	ENSMUSG00000020176	ENSMUST00000142877			Grb10			
chr8-34	chr8	11999823	12000037	+	11998338	NA	exon (ENSMUST00000209977.1, exon 3 of 3)	-exon (ENSMUST00000209977.1, exon 3 of 3)	51591	ENSMUST00000209977.1	ENSMUSG00000109995	ENSMUST00000209977			RP23-50F12.1			
chr4-51	chr4	11965656	11967037	+	11966564	NA	promoter-TSS (ENSMUST00000056050.4)	-promoter-TSS (ENSMUST00000056050.4)	74	ENSMUST00000056050.4	ENSMUSG00000049225	ENSMUST00000108299			Pdp1			
chr4-49	chr4	11965656	11967037	+	11966564	NA	promoter-TSS (ENSMUST00000056050.4)	-promoter-TSS (ENSMUST00000056050.4)	74	ENSMUST00000056050.4	ENSMUSG00000049225	ENSMUST00000108299			Pdp1			
chr4-52	chr4	11965656	11967037	+	11966564	NA	promoter-TSS (ENSMUST00000056050.4)	-promoter-TSS (ENSMUST00000056050.4)	74	ENSMUST00000056050.4	ENSMUSG00000049225	ENSMUST00000108299			Pdp1			
chr4-50	chr4	11965656	11967037	+	11966564	NA	promoter-TSS (ENSMUST00000056050.4)	-promoter-TSS (ENSMUST00000056050.4)	74	ENSMUST00000056050.4	ENSMUSG00000049225	ENSMUST00000108299			Pdp1			
chrX-24	chrX	11943399	11943850	+	11945456	NA	Intergenic	Intergenic	-30335	ENSMUST00000121919.1	ENSMUSG00000083439	ENSMUST00000121919			Gm14491			
chr19-159	chr19	11911680	11913216	+	11910858	NA	promoter-TSS (ENSMUST00000061618.7)	-promoter-TSS (ENSMUST00000061618.7)	49	ENSMUST00000061618.7	ENSMUSG00000046139	ENSMUST00000061618			Patl1			
chr19-157	chr19	11911680	11913216	+	11910858	NA	promoter-TSS (ENSMUST00000061618.7)	-promoter-TSS (ENSMUST00000061618.7)	49	ENSMUST00000061618.7	ENSMUSG00000046139	ENSMUST00000061618			Patl1			
chr19-158	chr19	11911680	11913216	+	11910858	NA	promoter-TSS (ENSMUST00000061618.7)	-promoter-TSS (ENSMUST00000061618.7)	49	ENSMUST00000061618.7	ENSMUSG00000046139	ENSMUST00000061618			Patl1			
chr19-160	chr19	11911680	11913216	+	11910858	NA	promoter-TSS (ENSMUST00000061618.7)	-promoter-TSS (ENSMUST00000061618.7)	49	ENSMUST00000061618.7	ENSMUSG00000046139	ENSMUST00000061618			Patl1			
chr6-42	chr6	11906987	11908149	+	11907807	NA	promoter-TSS (ENSMUST00000031637.7)	-promoter-TSS (ENSMUST00000031637.7)	-71	ENSMUST00000204714.1	ENSMUSG00000029632	ENSMUST00000204978			Ndufa4			
chr6-40	chr6	11906987	11908149	+	11907807	NA	promoter-TSS (ENSMUST00000031637.7)	-promoter-TSS (ENSMUST00000031637.7)	-71	ENSMUST00000204714.1	ENSMUSG00000029632	ENSMUST00000204978			Ndufa4			
chr6-41	chr6	11906987	11908149	+	11907807	NA	promoter-TSS (ENSMUST00000031637.7)	-promoter-TSS (ENSMUST00000031637.7)	-71	ENSMUST00000204714.1	ENSMUSG00000029632	ENSMUST00000204978			Ndufa4			
chr15-37	chr15	11906090	11907813	+	11906604	NA	Intergenic	Intergenic	-1277	ENSMUST00000066529.3	ENSMUSG00000022206	ENSMUST00000066529			Npr3			
chr15-35	chr15	11906090	11907813	+	11906604	NA	Intergenic	Intergenic	-1277	ENSMUST00000066529.3	ENSMUSG00000022206	ENSMUST00000066529			Npr3			
chr15-36	chr15	11906090	11907813	+	11906604	NA	Intergenic	Intergenic	-1277	ENSMUST00000066529.3	ENSMUSG00000022206	ENSMUST00000066529			Npr3			
chr15-38	chr15	11906090	11907813	+	11906604	NA	Intergenic	Intergenic	-1277	ENSMUST00000066529.3	ENSMUSG00000022206	ENSMUST00000066529			Npr3			
chr15-39	chr15	11906090	11907813	+	11906604	NA	Intergenic	Intergenic	-1277	ENSMUST00000066529.3	ENSMUSG00000022206	ENSMUST00000066529			Npr3			
chr11-44	chr11	11819743	11820560	+	11818122	NA	intron (ENSMUST00000178704.7, intron 12 of 14)	-intron (ENSMUST00000066237.9, intron 12 of 14)	2770	ENSMUST00000136810.7	ENSMUSG00000020182	ENSMUST00000145033			Ddc			
chr19-156	chr19	11804269	11804806	+	11804166	NA	intron (ENSMUST00000211641.1, intron 1 of 10)	-intron (ENSMUST00000047698.13, intron 1 of 11)	14184	ENSMUST00000211047.1	ENSMUSG00000041488	ENSMUST00000211047			Stx3			
chr19-155	chr19	11804269	11804806	+	11804166	NA	intron (ENSMUST00000211641.1, intron 1 of 10)	-intron (ENSMUST00000047698.13, intron 1 of 11)	14184	ENSMUST00000211047.1	ENSMUSG00000041488	ENSMUST00000211047			Stx3			
chr8-33	chr8	11779001	11779357	+	11777720	NA	intron (ENSMUST00000210012.1, intron 1 of 5)	-intron (ENSMUST00000033908.13, intron 2 of 17)	-3348	ENSMUST00000211409.1	ENSMUSG00000031511	ENSMUST00000110904			Arhgef7			
chr11-43	chr11	11736452	11736790	+	11737430	NA	intron (ENSMUST00000126058.7, intron 3 of 3)	-intron (ENSMUST00000018798.6, intron 3 of 6)	-40182	ENSMUST00000132007.1	ENSMUSG00000073145	ENSMUST00000132007			Gm12000			
chr8-31	chr8	11728740	11729253	+	11728807	NA	intron (ENSMUST00000210104.1, intron 2 of 4)	-intron (ENSMUST00000033908.13, intron 1 of 17)	819	ENSMUST00000033908.13	ENSMUSG00000031511	ENSMUST00000110904			Arhgef7			
